2017,"ISRA-Bloomberg Sharīʿah stock screening and income cleansing methodologies: a conceptual paper",01281976,"ISRA International Journal of Islamic Finance","9","1",0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,1,0,1,1,9,0,9
2017,"Fiqhī views on bayʿwa salaf and qarḍ-based Islamic banking deposit accounts in Malaysia",01281976,"ISRA International Journal of Islamic Finance","9","1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,5,0,5
2017,"Proposal for a new Sharīʿah risk rating approach for Islamic banks",01281976,"ISRA International Journal of Islamic Finance","9","1",0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,4,3,2,3,0,18,0,18
2017,"Utilisation of zakāh and waqf fund in micro-takāful models in Malaysia: an exploratory study",01281976,"ISRA International Journal of Islamic Finance","9","1",0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,5,0,6,5,4,26,0,26
2017,"Challenges of developing a takāful retirement annuity plan in Malaysia",01281976,"ISRA International Journal of Islamic Finance","9","1",0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,2,0,7,0,7
2017,"Religion of Islam and Microfinance: Does It Make Any Difference?",1540496X,"Emerging Markets Finance and Trade","53","7",0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,0,3,1,2,0,13,0,13
2017,"Islamic Finance and Banking",1540496X,"Emerging Markets Finance and Trade","53","7",0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,2,0,0,7,0,7
2017,"Risk–Return Profiles of Islamic Equities and Commodity Portfolios in Different Market Conditions",1540496X,"Emerging Markets Finance and Trade","53","7",0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,1,1,1,0,10,0,10
2017,"Re-Examining the Determinants of Islamic Bank Performance: New Evidence from Dynamic GMM, Quantile Regression, and Wavelet Coherence Approaches",1540496X,"Emerging Markets Finance and Trade","53","7",0,0,0,0,0,0,0,0,0,0,0,2,3,5,8,6,7,8,7,4,50,0,50
2017,"Does public expenditure reduce the level of poverty? A comparative study on OIC and Non-OIC countries",20704658,"Journal of Islamic Economics, Banking and Finance","13","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2017,"Maqasid al-Shariah in CSR practices of the Islamic Banks: A case study of IBBL",20704658,"Journal of Islamic Economics, Banking and Finance","13","3",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,6,0,6
2017,"Do we need bigger Islamic banks? An assessment of bank stability",1042444X,"Journal of Multinational Financial Management","40","",0,0,0,0,0,0,0,0,0,0,0,3,6,12,7,10,14,14,18,2,86,0,86
2017,"The issue of speculation in the Islamic capital market",20704658,"Journal of Islamic Economics, Banking and Finance","13","2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,2
2017,"Contagion effects on stock market of Bangladesh: An empirical study on Dhaka stock exchange shariah (DSES) index",19479638,"International Journal of Asian Business and Information Management","8","2",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,0,3
2017,"Leverage versus volatility: Evidence from the capital structure of European firms",02649993,"Economic Modelling","62","",0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,1,3,4,3,19,0,19
2017,"Option price and market instability",03784371,"Physica A: Statistical Mechanics and its Applications","471","",0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,5,0,5
2017,"Determinants driving bank performance: A comparison of two types of banks in the OIC",0927538X,"Pacific Basin Finance Journal","42","",0,0,0,0,0,0,0,0,0,0,2,8,13,11,9,8,10,11,11,6,89,0,89
2017,"The wage transition in developed countries and its implications for China",03784371,"Physica A: Statistical Mechanics and its Applications","470","",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,3,0,3
2017,"The role of Islamic asset classes in the diversified portfolios: Mean variance spanning test",15660141,"Emerging Markets Review","30","",0,0,0,0,0,0,0,0,0,0,2,0,8,1,6,5,1,2,3,2,30,0,30
2017,"Credit expansion and financial stability in Malaysia",02649993,"Economic Modelling","61","",0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,3,5,5,5,2,28,0,28
2017,"Risk-Taking Behavior and Capital Adequacy in a Mixed Banking System: New Evidence from Malaysia Using Dynamic OLS and Two-Step Dynamic System GMM Estimators",1540496X,"Emerging Markets Finance and Trade","53","1",0,0,0,0,0,0,0,0,0,0,3,6,4,4,3,2,5,4,1,0,32,0,32
2017,"Potential for wealth creation from waqf assets",,"Islamic Wealth Management: Theory and Practice","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,3
2017,"Governance framework in Islamic financial institutions",,"Islamic Wealth Management: Theory and Practice","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,2
2017,"Zakat in Islamic wealth management",,"Islamic Wealth Management: Theory and Practice","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2
2017,"Shariah boards: Practical challenges for Islamic financial institutions",,"Islamic Wealth Management: Theory and Practice","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2017,"Faraid as Islamic inheritance laws: Socio-economic impact on investments",,"Islamic Wealth Management: Theory and Practice","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2
2017,"Islamic wealth management: Theory and practice",,"Islamic Wealth Management: Theory and Practice","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,4,0,4
2017,"Issues in waqf and zakat management",,"Islamic Wealth Management: Theory and Practice","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,3,0,3
2017,"Waqf in Shariah: Basic rules and applications",,"Islamic Wealth Management: Theory and Practice","","",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,5,0,5
2017,"Wealth from the shariah perspective",,"Islamic Wealth Management: Theory and Practice","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3,0,3
2017,"Wealth purification",,"Islamic Wealth Management: Theory and Practice","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2
2017,"Wealth as understood in economics and finance",,"Islamic Wealth Management: Theory and Practice","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3,0,3
2017,"Application of conventional benchmark in Islamic wealth management",,"Islamic Wealth Management: Theory and Practice","","",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,2
2017,"Can culture stimulate innovation for technopreneurship",,"Proceedings of the 5th International Conference on Innovation and Entrepreneurship, ICIE 2017","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
2017,"Do cost efficiency affects liquidity risk in banking? Evidence from selected OIC countries",01271962,"Jurnal Ekonomi Malaysia","51","2",0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,1,0,1,8,0,8
2017,"Ownership structures and productivity in Indonesia and Malaysia",17520479,"International Journal of Monetary Economics and Finance","10","3-4",0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,5,0,5
2017,"Revisiting the AAOIFI Shariah standards’ stock screening criteria",15116670,"International Journal of Business and Society","18","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,4,0,4
2017,"Measuring Shariah non-compliance risk (SNCR): claw-out effect of al-bai-bithaman ajil in default",17590817,"Journal of Islamic Accounting and Business Research","8","3",0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,4,1,0,11,0,11
2017,"Islamic banking in Malaysia: The changing landscape",22321640,"Institutions and Economies","9","2",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,2,1,8,0,8
2017,"Comment on “Labour Regulations, Employment and Wages Evidence from India's Apparel Sector”",18328105,"Asian Economic Policy Review","12","1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2017,"Islamic Finance, in the Age of Black Swans and Complexities, for a Multipolar World",25233483,"Palgrave CIBFR Studies in Islamic Finance","Part F11447","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2
2017,"Sukuk for the Financing of Non-revenue Water Management: Malaysia as a Case Study",25233483,"Palgrave CIBFR Studies in Islamic Finance","Part F11447","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2
2017,"Impact of Islamic Banking on Economic Growth and Volatility: Evidence from the OIC Member Countries",25233483,"Palgrave CIBFR Studies in Islamic Finance","Part F11444","",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,0,8,0,8
2017,"Islamic Finance Insolvencies under Secular Bankruptcy Laws: A Case Study of Arcapita Bank under US Chapter 11",25233483,"Palgrave CIBFR Studies in Islamic Finance","Part F11444","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2017,"Mitigating Shadow Economy Through Dual Banking Sector Development in Malaysia",25233483,"Palgrave CIBFR Studies in Islamic Finance","Part F11446","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
2017,"Marketing Effectiveness of Islamic and Conventional Banks: Evidence from Malaysia",25233483,"Palgrave CIBFR Studies in Islamic Finance","Part F11444","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3,0,3
2017,"Introducing Islamic Finance in Unchartered Economies: The Case of Canada",25233483,"Palgrave CIBFR Studies in Islamic Finance","Part F11447","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,2
2017,"Islamic Capital Markets and Products: Managing Capital and Liquidity Requirements Under Basel III",,"Islamic Capital Markets and Products: Managing Capital and Liquidity Requirements Under Basel III","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
2017,"Overview of the Islamic Capital Market",,"Islamic Capital Markets and Products: Managing Capital and Liquidity Requirements Under Basel III","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
2016,"THE EVOLUTION OF ISLAMIC ECONOMICS: A CRITICAL ANALYSIS",01281976,"ISRA International Journal of Islamic Finance","8","2",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,6,0,6
2016,"RISK MITIGATION AND FINANCING CONSTRAINTS: TOWARDS THE DEVELOPMENT OF SUSTAINABLE ISLAMIC MICROFINANCE INSTITUTIONS IN BANGLADESH",01281976,"ISRA International Journal of Islamic Finance","8","2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,2
2016,"Investigating risk shifting in Islamic banks in the dual banking systems of OIC member countries: An application of two-step dynamic GMM",14603799,"Risk Management","18","4",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3,0,1,7,0,7
2016,"Shari'ah screening, market risk and contagion: A multi-country analysis",01672681,"Journal of Economic Behavior and Organization","132","",0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,2,2,2,2,4,23,0,23
2016,"The impact of crude oil price on Islamic stock indices of South East Asian countries: Evidence from MGARCH-DCC and wavelet approaches",22148450,"Borsa Istanbul Review","16","4",0,0,0,0,0,0,0,0,0,0,4,9,10,12,8,12,9,5,4,3,76,0,76
2016,"Multiple commodities in statistical microeconomics: Model and market",03784371,"Physica A: Statistical Mechanics and its Applications","462","",0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,1,0,7,0,7
2016,"The composite risk-sharing finance index: Implications for Islamic finance",10583300,"Review of Financial Economics","31","",0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,6,5,3,0,22,0,22
2016,"Religion in the boardroom and its impact on Islamic banks' performance",10583300,"Review of Financial Economics","31","",0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,6,2,3,2,2,22,0,22
2016,"Culture, income, and CO2 emission",13640321,"Renewable and Sustainable Energy Reviews","62","",0,0,0,0,0,0,0,0,0,0,4,4,5,3,11,17,15,12,16,9,96,1,97
2016,"Are there profit (returns) in Shariah-compliant exchange traded funds? The multiscale propensity",02755319,"Research in International Business and Finance","38","",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
2016,"Testing the Conventional and Islamic Financial Market Contagion: Evidence from Wavelet Analysis",1540496X,"Emerging Markets Finance and Trade","52","8",0,0,0,0,0,0,0,0,0,3,5,9,10,15,6,12,12,6,7,3,88,0,88
2016,"Financial risk exposures of the airlines industry: Evidence from cathay pacific airways and China airlines",15116670,"International Journal of Business and Society","17","2",0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,3,2,2,0,11,0,11
2016,"The effects of monetary policy on the Islamic financial services industry",17554179,"Qualitative Research in Financial Markets","8","3",0,0,0,0,0,0,0,0,0,0,1,1,3,0,2,1,0,0,2,0,10,0,10
2016,"On the dynamic links between commodities and Islamic equity",01409883,"Energy Economics","58","",0,0,0,0,0,0,0,0,0,0,3,8,12,11,15,24,12,22,14,5,126,0,126
2016,"BREACH OF WA’D AND ITS COMPENSATION PAYMENT: A CRITICAL ANALYSIS OF ISLAMIC PROFIT RATE SWAP",01281976,"ISRA International Journal of Islamic Finance","8","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,3
2016,"ISSUES AND CHALLENGES IN ISLAMIC BANKING STRUCTURES: THE MALAYSIAN EXPERIENCE",01281976,"ISRA International Journal of Islamic Finance","8","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
2016,"AVOIDING FINANCIAL CRISIS: IN SUPPORT OF ISLAMIC FINANCIAL INSTITUTIONS",01281976,"ISRA International Journal of Islamic Finance","8","1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,3,0,3
2016,"SHARĪʿAH CONTRACTS UNDERPINNING MUSHĀRAKAH MUTANĀQIṢAH FINANCING: A CONCEPTUAL ANALYSIS",01281976,"ISRA International Journal of Islamic Finance","8","1",0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,2,7,0,7
2016,"Banking models and monetary transmission mechanisms in Malaysia: Are Islamic banks different?",08120439,"Economic Papers","35","2",0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,5,1,1,3,3,22,0,22
2016,"Finance-growth nexus: Insights from an application of threshold regression model to Malaysia's dual financial system",22148450,"Borsa Istanbul Review","16","2",0,0,0,0,0,0,0,0,0,0,1,1,2,5,3,3,4,3,5,2,29,0,29
2016,"Business cycle and bank lending procyclicality in a dual banking system",02649993,"Economic Modelling","55","",0,0,0,0,0,0,0,0,0,2,6,8,12,11,11,8,11,8,8,6,91,0,91
2016,"Institutional quality and CO2 emission–trade relations: Evidence from Sub-Saharan Africa",00382280,"South African Journal of Economics","84","2",0,0,0,0,0,0,0,0,1,1,5,4,15,12,39,41,48,38,29,16,249,0,249
2016,"A dynamic analysis of output, energy consumption, and CO2 emissions in Malaysia",15567249,"Energy Sources, Part B: Economics, Planning and Policy","11","5",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,2
2016,"Contagion and interdependence across Asia-Pacific equity markets: An analysis based on multi-horizon discrete and continuous wavelet transformations",10590560,"International Review of Economics and Finance","43","",0,0,0,0,0,0,0,0,0,0,6,7,12,3,10,12,6,7,2,1,66,0,66
2016,"Is small the new big? Islamic banking for SMEs in Turkey",02649993,"Economic Modelling","54","",0,0,0,0,0,0,0,0,0,5,4,8,3,5,5,9,3,9,9,1,61,0,61
2016,"Portfolio diversification benefits of Islamic investors with their major trading partners: Evidence from Malaysia based on MGARCH-DCC and wavelet approaches",02649993,"Economic Modelling","54","",0,0,0,0,0,0,0,0,0,1,7,14,9,14,10,13,12,5,6,4,95,0,95
2016,"Towards a global hub: The legal framework for dispute resolution in Malaysia’s Islamic finance industry",1754243X,"International Journal of Law and Management","58","1",0,0,0,0,0,0,0,0,1,1,1,2,3,0,1,1,0,0,0,0,10,0,10
2016,"ICT in microfinance: a case study of microfinance banks in Pakistan",,"Changing Contours of Microfinance in India","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
2016,"THE PRACTICE OF TAKĀFUL BENEFIT (NOMINATION) IN THE CONTEXT OF IFSA 2013: A CRITICAL APPRAISAL",01281976,"ISRA International Journal of Islamic Finance","8","1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,4,0,4
2016,"PLS finance and monetary policy: A new measure mooted",19297092,"Journal of Reviews on Global Economics","5","1",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,3,0,3
2016,"Innovation versus replication: Some notes on the approaches in defining shariah compliance in islamic finance",0126012X,"Al-Jami'ah","54","2",0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,2,5,5,6,2,29,0,29
2016,"Market perceptions of liquid sovereign Sukūk: a new asset class?",17538394,"International Journal of Islamic and Middle Eastern Finance and Management","9","1",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,1,0,8,0,8
2016,"Shadow economy and financial sector development in Malaysia",21464138,"International Journal of Economics and Financial Issues","6","7Special Issue",0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,2,4,2,1,2,18,0,18
2016,"Surplus Distribution in Current Takāful Operations: A Critical Sharīah Perspective",02680556,"Arab Law Quarterly","30","3",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,5,0,5
2016,"Diversification in crude oil and other commodities: A comparative analysis",18234992,"Asian Academy of Management Journal of Accounting and Finance","12","1",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,0,1,0,8,0,8
2016,"The co-movement of selective conventional and islamic stock indices: Is there any impact on Shariah compliant equity investment in China?",21464138,"International Journal of Economics and Financial Issues","6","4",0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,1,0,7,0,7
2016,"Credit cards: Contemporary issues from economic and shariah perspective",10187383,"Journal of King Abdulaziz University, Islamic Economics","29","1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,4,0,4
2016,"Credit cards: Contemporary issues from economic and Shariah perspective",10187383,"Journal of King Abdulaziz University, Islamic Economics","29","1",0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,4,0,4
2016,"Risk-sharing: The sole basis of Islamic finance? Time for a serious rethink",10187383,"Journal of King Abdulaziz University, Islamic Economics","29","2",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,1,1,7,0,7
2016,"Dispelling the myth of a value premium: Contrary evidence of Malaysian crony capitalism",17553830,"International Journal of Banking, Accounting and Finance","7","1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2016,"Bilateral rebate (ibra’ mutabadal) in Islamic banking operation: a critical appraisal",17538394,"International Journal of Islamic and Middle Eastern Finance and Management","9","3",0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,1,0,6,0,6
2016,"Additional Tier 1 Capital Instruments under Basel iii: A Sharī'ah Viewpoint",02680556,"Arab Law Quarterly","30","2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0,0,6,0,6
2016,"Determinants of Ethical Identity Disclosure in Islamic banks: An analysis of practices in Bahrain and Malaysia",01272713,"Jurnal Pengurusan","46","",0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,1,3,3,3,2,23,0,23
2016,"A critique on accounting for murabaha contract: A comparative analysis of IFRS and AAOIFI accounting standards",17590817,"Journal of Islamic Accounting and Business Research","7","3",0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,4,1,18,0,18
2016,"What can wavelets unveil about the vulnerabilities of monetary integration? A tale of Eurozone stock markets",02649993,"Economic Modelling","52","",0,0,0,0,0,0,0,0,0,1,3,5,3,0,2,3,4,1,0,2,24,0,24
2016,"Does trust contribute to stock market development?",02649993,"Economic Modelling","52","",0,0,0,0,0,0,0,0,2,2,1,5,4,6,3,9,4,3,5,3,47,0,47
2016,"Regulatory Framework for Islamic Finance: Malaysia’s Initiative",,"Macroprudential Regulation and Policy for the Islamic Financial Industry: Theory and Applications","","",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2016,"On Sukuk Insolvencies: A Case Study of East Cameron Partner",25233483,"Palgrave CIBFR Studies in Islamic Finance","Part F11443","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2
2016,"Socioeconomic Development and Its Effect on Performance of Islamic Banks: Dynamic Panel Approaches",,"Macroprudential Regulation and Policy for the Islamic Financial Industry: Theory and Applications","","",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,4,0,4
2016,"Early Warning Indicators and Macroprudential Policy Tools",,"Macroprudential Regulation and Policy for the Islamic Financial Industry: Theory and Applications","","",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,2
2015,"STRUCTURING INNOVATIVE TIER 2 (T2) CAPITAL INSTRUMENTS UNDER BASEL III: A SHARĪʿAH PERSPECTIVE",01281976,"ISRA International Journal of Islamic Finance","7","2",0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,5,0,5
2015,"INTEGRATING ENVIRONMENTAL, SOCIAL AND GOVERNANCE (ESG) FACTORS IN ISLAMIC FINANCE: TOWARDS THE REALISATION OF MAQĀṢID AL-SHARĪʿAH",01281976,"ISRA International Journal of Islamic Finance","7","2",0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2,4,4,11,12,37,0,37
2015,"Oil and food prices in Malaysia: a nonlinear ARDL analysis",21937532,"Agricultural and Food Economics","3","1",0,0,0,0,0,0,0,0,0,2,8,13,21,29,33,45,36,19,32,21,259,0,259
2015,"Beneficial ownership: To what extent it complies with shari’ah?",19112017,"Asian Social Science","11","27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
2015,"The impact of efficiency on discretionary loans/finance loss provision: A comparative study of Islamic and conventional banks",22148450,"Borsa Istanbul Review","15","4",0,0,0,0,0,0,0,0,0,3,1,4,8,5,9,3,3,1,3,1,41,0,41
2015,"Emissions and trade in Southeast and East Asian countries: a panel co-integration analysis",17568692,"International Journal of Climate Change Strategies and Management","7","4",0,0,0,0,0,0,0,0,0,0,2,1,2,6,2,2,2,1,3,3,24,0,24
2015,"Do Malaysian Horizontal Mergers and Acquisitions Create Value?",09721509,"Global Business Review","16","",0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,1,0,1,7,0,7
2015,"The practice of IFSB guiding principles of risk management by Islamic banks: International evidence",17590817,"Journal of Islamic Accounting and Business Research","6","2",0,0,0,0,0,0,0,0,0,0,0,1,4,3,1,3,2,3,3,0,20,0,20
2015,"Islamic capital markets: A comparative approach",,"Islamic Capital Markets: A Comparative Approach","","",0,0,0,0,0,0,0,1,0,2,2,1,4,3,0,0,2,1,2,2,20,0,20
2015,"Issues in Islamic banking and finance: Islamic banks, Shari'ah-compliant investment and sukuk",0927538X,"Pacific Basin Finance Journal","34","",0,0,0,0,0,0,0,0,0,6,7,8,10,6,8,14,7,14,12,2,94,0,94
2015,"Why do issuers issue Sukuk or conventional bond? Evidence from Malaysian listed firms using partial adjustment models",0927538X,"Pacific Basin Finance Journal","34","",0,0,0,0,0,0,0,0,1,3,4,7,9,5,7,9,6,1,5,4,61,0,61
2015,"Combining momentum, value, and quality for the Islamic equity portfolio: Multi-style rotation strategies using augmented Black Litterman factor model",0927538X,"Pacific Basin Finance Journal","34","",0,0,0,0,0,0,0,0,2,5,2,3,3,2,2,2,3,3,2,2,31,0,31
2015,"Efficiency assessment of banking sector in Yemen using data envelopment window analysis: A comparative analysis of Islamic and conventional banks",14635771,"Benchmarking","22","6",0,0,0,0,0,0,0,0,0,1,0,3,4,4,4,3,4,4,2,0,29,0,29
2015,"Developing trading strategies based on fractal finance: An application of MF-DFA in the context of Islamic equities",03784371,"Physica A: Statistical Mechanics and its Applications","438","",0,0,0,0,0,0,0,0,0,4,2,5,3,1,0,1,4,4,5,1,30,0,30
2015,"A PROPOSED REGULATORY FRAMEWORK FOR ISLAMIC MICROFINANCE: ADOPTING THE IFSA 2013 APPROACH",01281976,"ISRA International Journal of Islamic Finance","7","1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2015,"HOTEL INVESTMENT AND FINANCING: A CALL FOR SHARĪʿAH CONSIDERATION AND NEW METHODOLOGY OF ASSESSMENT AND SCREENING",01281976,"ISRA International Journal of Islamic Finance","7","1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2015,"ACCOUNTING ISSUES IN THE REPORTING OF PROFIT SHARING INVESTMENT ACCOUNTS IN ISLAMIC BANKS’ FINANCIAL STATEMENTS UNDER IFSA 2013",01281976,"ISRA International Journal of Islamic Finance","7","1",0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,4,0,4
2015,"RISK SHARING VERSUS RISK TRANSFER IN ISLAMIC FINANCE: A CRITICAL APPRAISAL",01281976,"ISRA International Journal of Islamic Finance","7","1",0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,1,1,0,0,7,0,7
2015,"Linkages and co-movement between international stock market returns: Case of Dow Jones Islamic Dubai Financial Market index",10424431,"Journal of International Financial Markets, Institutions and Money","36","",0,0,0,0,0,0,0,0,1,5,10,10,12,12,11,14,5,5,7,5,97,0,97
2015,"The unique risk exposures of Islamic banks' capital buffers: A dynamic panel data analysis",10424431,"Journal of International Financial Markets, Institutions and Money","36","",0,0,0,0,0,0,0,0,2,6,9,10,8,14,5,15,13,10,4,8,104,0,104
2015,"On building social capital for Islamic finance",17538394,"International Journal of Islamic and Middle Eastern Finance and Management","8","1",0,0,0,0,0,0,0,0,0,1,0,3,3,1,3,2,2,3,1,0,19,0,19
2015,"The Sharia-compliance of financial reporting practices: a case study on waqf",17590817,"Journal of Islamic Accounting and Business Research","6","1",0,0,0,0,0,0,0,0,0,0,1,1,2,4,3,3,4,1,3,3,25,0,25
2015,"Property rights and the stock market-growth nexus",10629408,"North American Journal of Economics and Finance","32","",0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,3,1,1,2,1,16,0,16
2015,"Productivity and spillover effect of merger and acquisitions in malaysia",20408269,"Management Research Review","38","3",0,0,0,0,0,0,0,0,0,1,1,1,0,4,0,0,0,0,1,1,9,0,9
2015,"What happens when Islamic capital markets move away from tax neutrality - A look at Oman & Saudi Arabia",01287702,"Pertanika Journal of Social Sciences and Humanities","23","1",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2
2015,"Risk-return characteristics of Islamic equity indices: Multi-timescales analysis",1042444X,"Journal of Multinational Financial Management","29","",0,0,0,0,0,0,0,0,2,5,9,8,7,5,7,6,2,3,5,0,59,0,59
2015,"Why is no financial crisis a dress rehearsal for the next? Exploring contagious heterogeneities across major Asian stock markets",03784371,"Physica A: Statistical Mechanics and its Applications","419","",0,0,0,0,0,0,0,0,1,6,7,5,6,2,3,1,2,1,0,0,34,0,34
2015,"TOWARDS A CORPORATE MODEL OF ISLAMIC LAW OF INSOLVENCY: A NOTE ON “VOLUNTARY INSOLVENCY”",01281976,"ISRA International Journal of Islamic Finance","7","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2015,"The next financial crisis and how to save capitalism",,"The Next Financial Crisis and How to Save Capitalism","","",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,3,0,3
